Country,2001
BE,431
FR,72
BM,1
BO,1
JP,2
BI,2
JM,2
ZA,8031
BW,2
BR,5
BS,4
RU,8
RW,3
NL,1447
NO,4
NA,44
NC,1
NE,13
NG,6
RE,1
GW,1
CI,2853
CH,16
CO,1
GR,9
GQ,3
BH,2
CA,54
CG,8272
CF,15
SY,3
CD,10662
GG,24
CZ,66
CY,22
GB,88
GA,82
TG,13
VN,2
CR,1
TD,2
GI,1
OM,3
KE,23
IL,3
ST,18
SK,1
KR,1
JO,16
KW,1
SN,4
GN,2414
SL,400
KY,2
SG,337
SE,11
DK,3
DE,39
HU,80
HK,7
GT,2
DZ,1
PR,1
LB,3
CM,14969
PT,16
TW,1
TT,1
PY,2
TR,6
LK,2
LT,1
PA,2
LR,1975
TH,23
PK,1
PH,523
PL,1
ZM,2
AE,8
EG,7
IR,2
IT,25
AO,11
SA,9
IM,1
AT,10
IN,4
ET,1
AZ,1
ID,2
ES,169
ZW,21
MA,5
MC,1
UA,1
XX,7
US,218
QA,1
MW,4
MR,1
UG,24
TZ,5
MY,44
MX,2
MZ,1
