Country,2010
BE,3
FR,13
BH,1489
BW,1
BR,2
BS,1
JE,1
BY,1
NL,21
NO,1
NA,203
NE,1
NG,1
NZ,2
CH,15
GR,1
CM,302
JP,3
CA,69
CG,1105
CF,9
CD,9904
GG,1
XX,9
GB,13
GA,37
CR,4
CU,10
GH,1
SY,53
KE,1
IL,100
SI,6
JO,6
KW,126
SN,4
GN,1690
SL,2
SA,135
SG,2484
SE,4
SD,31
DK,5
HR,4
DE,26
HK,1
HN,1
CN,1
TZ,2
PT,43
TW,84
TR,2
LV,1
LT,1
PA,1
LR,11
TH,11
TG,10
PH,465
TC,1
PL,1
ZM,1
AE,1153
EG,3
IR,4
AM,100
ZA,34492
EC,1
AN,3
AR,2
MY,3
AW,1
LB,115
ZW,24
ES,5
MA,2
ML,1
US,115
QA,3
MW,2
UG,3
IT,1
UA,1
MX,2
MZ,1
