Country,1998
BD,1
BE,60
BF,1
BM,1
JP,4
FR,49
BJ,1
JM,1
ZA,4937
JO,2
BR,2
BS,4
FI,7
RU,11
ZW,3
NL,215
NO,5
NA,38
NC,1
NE,4
NG,314
GW,6
CI,40
CH,7
GR,5
GQ,2
CA,46
CG,3187
CF,50
BI,1
CZ,458
XX,87
GB,63
GA,37
PK,1
GN,1536
TD,1
GH,2
OM,4
KE,129
IL,3
KR,2
KW,3
SN,25
SL,2500
KY,3
SG,426
SE,1
DJ,1
DK,4
DE,43
HU,1
HK,1
DZ,1
TZ,3
CM,12717
PT,2
LA,2
TT,1
TR,10
TN,3
LR,2500
TH,1
TG,8
PH,252
PL,3
ZM,10
AE,19
VE,4
AG,2
EG,3
IR,1
IT,20
AO,36
AN,1
AR,1
AT,3
IN,4
LB,2
CD,12834
SA,120
ES,52
MA,2
MM,2
ML,20
US,282
UG,1
MY,3
MX,4
MZ,2
