App.,Taxon,Term,Unit,Country,2002
I,Acerodon jubatus,specimens,flasks,PH,1
I,Aceros spp.,carvings,,GB,2
I,Acinonyx jubatus,bodies,,AE,2
I,Acinonyx jubatus,bodies,,NA,2
I,Acinonyx jubatus,live,,AT,1
I,Acinonyx jubatus,live,,CH,2
I,Acinonyx jubatus,live,,CZ,6
I,Acinonyx jubatus,live,,NA,3
I,Acinonyx jubatus,live,,NL,6
I,Acinonyx jubatus,live,,PL,2
I,Acinonyx jubatus,live,,SO,3
I,Acinonyx jubatus,live,,XX,3
I,Acinonyx jubatus,live,,ZA,59
I,Acinonyx jubatus,live,,ZW,1
I,Acinonyx jubatus,skeletons,,AE,3
I,Acinonyx jubatus,skeletons,,ZA,4
I,Acinonyx jubatus,skins,,AE,2
I,Acinonyx jubatus,skins,,HK,11
I,Acinonyx jubatus,skins,,MX,1
I,Acinonyx jubatus,skins,,NA,49
I,Acinonyx jubatus,skins,,ZA,3
I,Acinonyx jubatus,skins,,ZW,4
I,Acinonyx jubatus,skulls,,NA,38
I,Acinonyx jubatus,skulls,,ZA,1
I,Acinonyx jubatus,specimens,g,NA,1200
I,Acinonyx jubatus,specimens,ml,ZA,6
I,Acinonyx jubatus,specimens,,AE,134
I,Acinonyx jubatus,specimens,,IE,2
I,Acinonyx jubatus,specimens,,NA,3233
I,Acinonyx jubatus,specimens,,ZA,3
I,Acinonyx jubatus,teeth,,NA,40
I,Acinonyx jubatus,trophies,,DE,1
I,Acinonyx jubatus,trophies,,LY,2
I,Acinonyx jubatus,trophies,,NA,107
I,Acinonyx jubatus,trophies,,ZA,4
I,Acinonyx jubatus,trophies,,ZM,1
I,Acinonyx jubatus,trophies,,ZW,15
I,Acipenser sturio,eggs (live),,GE,5000
I,Acipenser sturio,specimens,,PL,8
I,Acrantophis dumerili,live,,CH,5
I,Acrantophis dumerili,live,,NL,12
I,Acrantophis dumerili,live,,US,8
I,Acrantophis madagascariensis,live,,DE,12
I,Acrantophis madagascariensis,live,,NL,12
