App.,Taxon,Term,Unit,Country,2015
I,Loxodonta africana,bodies,,CN,1
I,Loxodonta africana,bone carvings,,MX,1
I,Loxodonta africana,bones,,CM,1
I,Loxodonta africana,bones,,GA,29
I,Loxodonta africana,bones,,ZA,1
I,Loxodonta africana,derivatives,,CH,2
I,Loxodonta africana,derivatives,,MC,1
I,Loxodonta africana,derivatives,,PL,52
I,Loxodonta africana,derivatives,,PT,1
I,Loxodonta africana,derivatives,,US,2
I,Loxodonta africana,ears,,CM,2
I,Loxodonta africana,ears,,MZ,4
I,Loxodonta africana,ears,,XX,4
I,Loxodonta africana,ears,,ZA,6
I,Loxodonta africana,ears,,ZW,4
I,Loxodonta africana,feet,,GB,1
I,Loxodonta africana,feet,,MZ,8
I,Loxodonta africana,feet,,XX,8
I,Loxodonta africana,feet,,ZA,15
I,Loxodonta africana,feet,,ZM,2
I,Loxodonta africana,feet,,ZW,24
I,Loxodonta africana,hair,g,XX,1
I,Loxodonta africana,hair,,FR,1
I,Loxodonta africana,hair,,MC,1
I,Loxodonta africana,hair products,,EG,30
I,Loxodonta africana,ivory carvings,kg,BE,143.856
I,Loxodonta africana,ivory carvings,kg,CH,2
I,Loxodonta africana,ivory carvings,kg,IT,1
I,Loxodonta africana,ivory carvings,,AE,1
I,Loxodonta africana,ivory carvings,,AM,1
I,Loxodonta africana,ivory carvings,,AO,2
I,Loxodonta africana,ivory carvings,,AT,33
I,Loxodonta africana,ivory carvings,,AU,52
I,Loxodonta africana,ivory carvings,,BA,1
I,Loxodonta africana,ivory carvings,,BE,43
I,Loxodonta africana,ivory carvings,,BS,3
I,Loxodonta africana,ivory carvings,,CA,53
I,Loxodonta africana,ivory carvings,,CH,103
I,Loxodonta africana,ivory carvings,,CN,114
I,Loxodonta africana,ivory carvings,,CU,427
I,Loxodonta africana,ivory carvings,,DE,383
I,Loxodonta africana,ivory carvings,,DK,60
I,Loxodonta africana,ivory carvings,,ES,18
I,Loxodonta africana,ivory carvings,,FR,873.833333333
I,Loxodonta africana,ivory carvings,,GB,2029
