Country,1998
BD,2.0
BE,412.0
FR,247.0
BG,34.0
MA,1.0
AN,2.0
JP,496.0
BF,57.0
BJ,15.0
BW,486.0
BR,571.0
ET,70.0
FI,5.0
FJ,16.0
FK,40.0
RU,1021.0
NL,49.0
NO,11.0
NA,1909.2
VU,3.0
NG,1054.0
NZ,174.0
RO,148.0
CI,26.0
CH,1589.0
CO,1.0
GR,2.0
CM,299.0
BH,93.9
CA,14823.1
CG,17.0
CF,149.0
CD,7508.0
CZ,2.0
XX,1242.0
GB,4609.0
GA,63.0
GN,116.0
GL,252.0
TD,15.0
CU,2.0
GH,63.0
SZ,3.0
SY,2.0
KG,4.0
KE,353.0
SR,1.0
IL,2.0
BI,2930.0
SV,1.0
ST,8.0
SK,11.0
KR,7.0
KW,3.0
SN,79.0
SM,1.0
SL,3.0
KZ,2004.0
SG,205.0
MM,2.0
SE,344.0
SD,7.0
DO,1.0
DK,6.0
HR,2.0
DE,263.0
HT,1.0
HU,1072.0
HK,6786.95
GT,175.0
YU,4.0
CR,1.0
CN,435.0
TZ,9164.0
PT,9.0
BS,1.0
TR,5.0
LK,9.0
LI,1.0
TJ,3.0
PG,45614.0
TH,92.0
PE,8.0
TG,34.0
PH,10.0
PL,5.0
ZM,2512.0
AE,12.5
VE,20.0
AG,1.0
EE,38.0
EG,50.0
ZA,3197.0
VN,7.0
IT,127.0
AR,599.0
AU,2259.0
AT,1568.0
IN,37.0
LB,9.0
ZW,3746.0
IE,33.0
ID,412.8
ES,9.0
UY,5.0
MC,4.0
UZ,1.0
AO,25.0
ML,3.0
MN,47.0
CY,16.0
US,3126.43
MU,1.0
MW,328.9
UG,36.0
MY,377.0
MX,100.0
MZ,256.0
