Country,2015
BE,922.956
FR,1155.8333333330002
BA,1.0
DE,385.0
JP,126.0
HU,2.0
HK,152.53
BW,109.0
BS,3.0
JE,7.0
UY,6.0
DK,62.0
RU,9.0
NL,41.0
PT,69.0
NO,1.0
NA,143.0
TR,52.0
LT,3.0
NG,22.0
GI,1.0
NZ,453.0
LU,64.0
CU,427.0
AT,37.0
RO,25.0
PL,70.0
ZM,57.0
CH,157.0
AE,309.0
CN,114.0
CM,26.0
UG,7.0
CA,113.0
AM,1.0
IT,15501.0
AO,2.0
ZA,408.0
GG,3.0
CZ,47.0
XX,19.0
AU,52.0
GB,2269.0
GA,66.0
IN,16.5
TZ,26.0
ZW,508.0
ID,3.0
ES,136.0
MA,2.0
MC,8.0
MO,2.0
US,1264.5
KR,15.0
SI,16.0
KW,33.0
SA,6.0
MZ,78.0
SG,269.0
MX,11.0
IL,2.999999999
