App.,Taxon,Term,Unit,Country,2009
I,Acerodon jubatus,hair,,PH,2
I,Acerodon jubatus,specimens,,PH,51
I,Acinonyx jubatus,bodies,,FR,2
I,Acinonyx jubatus,derivatives,,CN,2
I,Acinonyx jubatus,derivatives,,HK,2
I,Acinonyx jubatus,leather products (small),,NG,1
I,Acinonyx jubatus,live,,AE,4
I,Acinonyx jubatus,live,,CH,4
I,Acinonyx jubatus,live,,CN,2
I,Acinonyx jubatus,live,,RU,1
I,Acinonyx jubatus,live,,SG,4
I,Acinonyx jubatus,live,,TZ,5
I,Acinonyx jubatus,live,,ZA,62
I,Acinonyx jubatus,skins,,NA,11
I,Acinonyx jubatus,skins,,NG,2
I,Acinonyx jubatus,skins,,NZ,1
I,Acinonyx jubatus,skins,,ZA,3
I,Acinonyx jubatus,skins,,ZW,2
I,Acinonyx jubatus,skulls,,NA,7
I,Acinonyx jubatus,skulls,,ZA,2
I,Acinonyx jubatus,skulls,,ZW,2
I,Acinonyx jubatus,specimens,,AE,4
I,Acinonyx jubatus,specimens,,BE,52
I,Acinonyx jubatus,specimens,,DE,600
I,Acinonyx jubatus,specimens,,FR,20
I,Acinonyx jubatus,specimens,,NA,1558
I,Acinonyx jubatus,trophies,,NA,190
I,Acinonyx jubatus,trophies,,ZA,9
I,Acinonyx jubatus,trophies,,ZW,2
I,Acipenser brevirostrum,live,,CA,500
I,Acipenseridae spp.,caviar,g,XX,180
I,Acipenseridae spp.,caviar,,KR,2
I,Acipenseridae spp.,caviar,,RU,3
I,Acipenseridae spp.,caviar,,SG,1
I,Acipenseridae spp.,caviar,,US,56
I,Acipenseridae spp.,caviar,,XX,15
I,Acipenseriformes spp.,eggs,kg,RU,1.369
I,Acipenseriformes spp.,eggs,kg,UA,5.817
I,Acipenser sturio,eggs,kg,NL,4
I,Acrantophis dumerili,live,,UA,2
I,Acrantophis madagascariensis,live,,CH,1
I,Acrantophis madagascariensis,live,,DE,2
I,Addax nasomaculatus,live,,AE,8
I,Addax nasomaculatus,live,,SN,2
I,Addax nasomaculatus,trophies,,FR,1
I,Addax nasomaculatus,trophies,,US,1
I,Addax nasomaculatus,trophies,,ZA,1
I,Agave arizonica,derivatives,ml,US,30
I,Agave parviflora,live,,DE,3
I,Agave parviflora,live,,TH,6
I,Ailuropoda melanoleuca,live,,AT,1
I,Ailuropoda melanoleuca,live,,CN,2
I,Ailuropoda melanoleuca,live,,XX,2
I,Ailuropoda melanoleuca,specimens,ml,CN,30
I,Ailuropoda melanoleuca,specimens,ml,JP,30
I,Ailurus fulgens,live,,CA,2
I,Ailurus fulgens,live,,CH,1
I,Ailurus fulgens,live,,US,1
I,Ailurus fulgens,live,,ZA,2
I,Ailurus fulgens,specimens,ml,CN,4
I,Ailurus fulgens,specimens,ml,HK,4
I,Alligatoridae spp.,derivatives,,BO,4
I,Alligatoridae spp.,derivatives,,CH,1
I,Alligatoridae spp.,derivatives,,HK,9
I,Alligatoridae spp.,derivatives,,IT,34
I,Alligatoridae spp.,derivatives,,US,1
I,Alligatoridae spp.,derivatives,,XX,4
I,Alligatoridae spp.,skins,,CH,69
I,Alligatoridae spp.,skins,,FR,3
I,Alligatoridae spp.,skins,,HK,3
I,Alligatoridae spp.,skins,,IT,12
I,Alligatoridae spp.,skins,,SG,5
I,Alligatoridae spp.,skins,,US,7
I,Alligatoridae spp.,skins,,XX,96
I,Alligatoridae spp.,trophies,,KE,1
I,Alligatoridae spp.,trophies,,XX,3
I,Alligator sinensis,leather products (small),,TW,1
I,Alligator sinensis,live,,CN,66
I,Aloe bakeri,live,,DK,586
I,Aloe bellatula,live,,DE,10
I,Aloe descoingsii,live,,DE,7
I,Aloe fragilis,live,,DE,8
I,Aloe haworthioides,live,,DE,7
I,Aloe haworthioides,live,,DK,12
I,Aloe haworthioides,live,,NL,36
I,Aloe haworthioides,seeds,,US,1020
I,Aloe hybrid,live,,ZA,2
I,Aloe laeta,live,,DE,3
I,Aloe parallelifolia,live,,DE,14
I,Aloe parallelifolia,seeds,,DE,100
I,Aloe parvula,live,,CH,35
I,Aloe parvula,live,,NZ,100
I,Aloe parvula,live,,TH,3
I,Aloe pillansii,live,,ZA,1
I,Aloe polyphylla,live,,DE,9
I,Aloe polyphylla,live,,ZA,30
I,Aloe rauhii,live,,DE,3
I,Aloe rauhii,live,,MC,1
I,Aloe rauhii,live,,NL,40
I,Aloe rauhii,live,,TH,2
I,Aloe rauhii,seeds,,MT,45
I,Aloe spp.,live,,ZA,5
I,Alouatta palliata,specimens,,MX,147
I,Alouatta pigra,specimens,,BZ,51
I,Alouatta pigra,specimens,,CA,2
I,Alouatta pigra,specimens,,MX,89
I,Amazona auropalliata,feathers,,CR,92
I,Amazona auropalliata,live,,AE,25
I,Amazona auropalliata,live,,BE,1
I,Amazona auropalliata,live,,BH,6
I,Amazona auropalliata,live,,BS,2
I,Amazona auropalliata,live,,CA,7
I,Amazona auropalliata,live,,CH,10
I,Amazona auropalliata,live,,CM,43
I,Amazona auropalliata,live,,CR,1
I,Amazona auropalliata,live,,DE,1
I,Amazona auropalliata,live,,GB,3
I,Amazona auropalliata,live,,GR,1
I,Amazona auropalliata,live,,HN,1
I,Amazona auropalliata,live,,KW,4
I,Amazona auropalliata,live,,MA,10
I,Amazona auropalliata,live,,MX,1
I,Amazona auropalliata,live,,NI,1
I,Amazona auropalliata,live,,NL,15
I,Amazona auropalliata,live,,PH,39
I,Amazona auropalliata,live,,US,20
I,Amazona auropalliata,live,,XX,3
I,Amazona auropalliata,live,,ZA,255
I,Amazona auropalliata,specimens,,CR,12
I,Amazona barbadensis,live,,BS,1
I,Amazona barbadensis,live,,CA,1
I,Amazona barbadensis,live,,DK,2
I,Amazona barbadensis,live,,GB,1
I,Amazona barbadensis,live,,NL,1
I,Amazona barbadensis,live,,US,2
I,Amazona brasiliensis,live,,AR,9
I,Amazona brasiliensis,live,,PH,4
I,Amazona finschi,live,,CA,3
I,Amazona finschi,live,,NL,2
I,Amazona finschi,live,,US,3
I,Amazona finschi,live,,ZA,2
I,Amazona leucocephala,bodies,,BS,1
I,Amazona leucocephala,bodies,,CH,1
I,Amazona leucocephala,live,,ES,1
I,Amazona leucocephala,live,,KY,3
I,Amazona leucocephala,live,,NA,25
I,Amazona leucocephala,live,,NO,2
I,Amazona leucocephala,live,,PH,25
I,Amazona leucocephala,live,,ZA,9
I,Amazona leucocephala,specimens,,BS,1
I,Amazona oratrix,live,,AE,10
I,Amazona oratrix,live,,BH,26
I,Amazona oratrix,live,,BS,1
I,Amazona oratrix,live,,CA,5
I,Amazona oratrix,live,,CH,8
I,Amazona oratrix,live,,DK,1
I,Amazona oratrix,live,,ES,6
I,Amazona oratrix,live,,KW,1
I,Amazona oratrix,live,,NL,5
I,Amazona oratrix,live,,NO,1
I,Amazona oratrix,live,,PH,11
I,Amazona oratrix,live,,SA,1
I,Amazona oratrix,live,,SE,1
I,Amazona oratrix,live,,US,12
I,Amazona oratrix,live,,XX,1
I,Amazona oratrix,live,,ZA,188
I,Amazona pretrei,bodies,,CH,1
I,Amazona pretrei,live,,CH,1
I,Amazona rhodocorytha,live,,AR,1
I,Amazona rhodocorytha,live,,CH,2
I,Amazona tucumana,live,,NO,1
I,Amazona tucumana,live,,SE,1
I,Amazona vinacea,live,,FR,5
I,Amazona vinacea,live,,NO,3
I,Amazona vinacea,live,,ZA,2
I,Amazona viridigenalis,bodies,,ZA,1
I,Amazona viridigenalis,live,,CA,1
I,Amazona viridigenalis,live,,CH,1
I,Amazona viridigenalis,live,,MX,2
I,Amazona viridigenalis,live,,US,3
I,Anas oustaleti,bodies,,CH,2
I,Andrias japonicus,live,,JP,13
I,Andrias japonicus,specimens,,CA,1
I,Anodorhynchus hyacinthinus,bodies,,CA,1
I,Anodorhynchus hyacinthinus,bodies,,JE,1
I,Anodorhynchus hyacinthinus,feathers,,BR,4
I,Anodorhynchus hyacinthinus,live,,AR,4
I,Anodorhynchus hyacinthinus,live,,BS,2
I,Anodorhynchus hyacinthinus,live,,CA,3
I,Anodorhynchus hyacinthinus,live,,CH,2
I,Anodorhynchus hyacinthinus,live,,CM,2
I,Anodorhynchus hyacinthinus,live,,CN,1
I,Anodorhynchus hyacinthinus,live,,CY,4
I,Anodorhynchus hyacinthinus,live,,DE,2
I,Anodorhynchus hyacinthinus,live,,ES,1
I,Anodorhynchus hyacinthinus,live,,FR,1
I,Anodorhynchus hyacinthinus,live,,GR,4
