App.,Taxon,Term,Unit,Country,2008
I,Aceros nipalensis,carvings,,US,1
I,Aceros nipalensis,horn carvings,,US,11
I,Acinonyx jubatus,bodies,,DK,1
I,Acinonyx jubatus,bodies,,ZA,2
I,Acinonyx jubatus,claws,,ZA,4
I,Acinonyx jubatus,hair,,TZ,10
I,Acinonyx jubatus,live,,AE,15
I,Acinonyx jubatus,live,,AT,1
I,Acinonyx jubatus,live,,BE,2
I,Acinonyx jubatus,live,,CH,6
I,Acinonyx jubatus,live,,CN,2
I,Acinonyx jubatus,live,,CZ,5
I,Acinonyx jubatus,live,,GB,1
I,Acinonyx jubatus,live,,HR,1
I,Acinonyx jubatus,live,,KZ,2
I,Acinonyx jubatus,live,,NA,4
I,Acinonyx jubatus,live,,RO,1
I,Acinonyx jubatus,live,,SG,4
I,Acinonyx jubatus,live,,XX,6
I,Acinonyx jubatus,live,,ZA,94
I,Acinonyx jubatus,skin pieces,,NG,1
I,Acinonyx jubatus,skin pieces,,ZA,1
I,Acinonyx jubatus,skins,,BE,3
I,Acinonyx jubatus,skins,,CH,3
I,Acinonyx jubatus,skins,,DE,1
I,Acinonyx jubatus,skins,,GB,2
I,Acinonyx jubatus,skins,,KW,3
I,Acinonyx jubatus,skins,,NA,9
I,Acinonyx jubatus,skins,,ZA,4
I,Acinonyx jubatus,skins,,ZW,3
I,Acinonyx jubatus,skulls,,NA,5
I,Acinonyx jubatus,skulls,,ZA,1
I,Acinonyx jubatus,skulls,,ZW,3
I,Acinonyx jubatus,specimens,,AE,10
I,Acinonyx jubatus,specimens,,GB,15
I,Acinonyx jubatus,specimens,,NA,3311
I,Acinonyx jubatus,specimens,,NZ,11
I,Acinonyx jubatus,specimens,,TZ,5
I,Acinonyx jubatus,specimens,,ZA,3
I,Acinonyx jubatus,trophies,,GB,1
I,Acinonyx jubatus,trophies,,NA,192
I,Acinonyx jubatus,trophies,,ZA,11
I,Acinonyx jubatus,trophies,,ZW,10
I,Acipenseriformes spp.,eggs,kg,XX,53.3
I,Acrantophis dumerili,live,,CH,8
I,Acrantophis madagascariensis,live,,CH,2
I,Acrantophis madagascariensis,live,,RU,2
I,Addax nasomaculatus,live,,AE,20
I,Addax nasomaculatus,live,,BE,1
I,Addax nasomaculatus,live,,BH,12
I,Addax nasomaculatus,live,,CZ,2
I,Addax nasomaculatus,live,,SE,1
I,Addax nasomaculatus,live,,US,12
I,Addax nasomaculatus,trophies,,US,2
I,Addax nasomaculatus,trophies,,ZA,1
I,Agave parviflora,live,,DE,15
I,Agave parviflora,live,,MX,2
I,Agave parviflora,seeds,,DE,200
I,Ailuropoda melanoleuca,specimens,,SE,1
I,Ailurus fulgens,live,,CA,1
I,Ailurus fulgens,live,,ES,2
I,Ailurus fulgens,live,,FR,2
I,Ailurus fulgens,live,,JP,4
I,Ailurus fulgens,live,,NL,1
I,Ailurus fulgens,live,,US,1
I,Ailurus fulgens,skins,,NL,1
I,Ailurus fulgens,skulls,,CA,1
I,Alligator sinensis,eggs,,TH,1
I,Alligator sinensis,live,,CN,81
I,Aloe bakeri,live,,DK,44
I,Aloe bellatula,live,,DE,11
I,Aloe compressa,seeds,,DE,40
I,Aloe descoingsii,live,,DE,10
I,Aloe descoingsii,seeds,,DE,100
I,Aloe fragilis,live,,DE,14
I,Aloe fragilis,live,,RE,5
I,Aloe haworthioides,live,,BE,8
I,Aloe haworthioides,live,,CH,1
I,Aloe haworthioides,live,,US,240
I,Aloe haworthioides,seeds,,US,140
I,Aloe laeta,live,,NL,36
I,Aloe laeta,seeds,,US,220
I,Aloe parallelifolia,live,,DE,2
I,Aloe parvula,live,,DE,2
I,Aloe parvula,live,,NZ,100
I,Aloe polyphylla,live,,DE,7
I,Aloe polyphylla,live,,ZA,40
I,Aloe rauhii,live,,DE,14
I,Aloe rauhii,seeds,,DE,10
I,Aloe rauhii,seeds,,MT,30
I,Aloe rauhii,seeds,,US,20
I,Aloe spp.,live,,ZA,80
I,Aloe suzannae,live,,ZA,1
I,Alouatta palliata,specimens,,MX,85
I,Alouatta pigra,specimens,,MX,165
I,Amazona auropalliata,feathers,,CR,102
I,Amazona auropalliata,live,,BE,11
I,Amazona auropalliata,live,,BS,2
I,Amazona auropalliata,live,,CA,3
I,Amazona auropalliata,live,,CH,11
I,Amazona auropalliata,live,,CR,1
I,Amazona auropalliata,live,,DK,1
I,Amazona auropalliata,live,,MX,2
I,Amazona auropalliata,live,,NI,1
I,Amazona auropalliata,live,,NL,1
I,Amazona auropalliata,live,,NO,1
I,Amazona auropalliata,live,,US,12
I,Amazona auropalliata,live,,ZA,128
I,Amazona auropalliata,specimens,ml,CR,80
I,Amazona auropalliata,specimens,,BR,4
I,Amazona auropalliata,specimens,,CA,4
I,Amazona auropalliata,specimens,,CR,40
