Country,1997
BE,2003.0
FR,1059.0
BG,2086.0
BO,3.0
JP,777.65
BF,11.0
BJ,41.0
BW,632.0
BR,548.0
BS,2.0
FJ,29.0
FK,94.0
RU,741.0
RW,11.0
NL,162.0
NO,161.0
NA,1333.0
VU,1.0
NG,33.0
NZ,37.0
RO,28.0
GW,3.0
CI,122.19999999999999
CH,1787.0
CO,41.0
CN,46.0
CM,269.0
CL,8.0
CA,16826.0
CG,9.0
CF,87.0
CD,260.0
CZ,20.0
XX,8090.0
GB,2949.0
GA,182.0
TG,2.0
GL,470.0
TD,1.0
GH,16.0
SZ,1.0
SY,3.0
KE,18.0
IL,10.0
KH,19.0
ST,4.0
SK,2.0
KR,41.0
JO,5.0
SN,64.0
SA,1.0
SG,28.0
SE,12.0
SD,21.0
DK,45.0
DE,422.0
HU,5.0
HK,22174.57
YU,1.0
TZ,21772.4
PT,18.0
LA,2.0
TW,12.0
TT,23.0
TR,1.0
LK,8.0
TO,1.0
TM,1.0
LR,3.0
PG,55009.0
TH,153.0
PK,1.0
PH,4.0
PL,1.0
ZM,790.0
AE,1.0
EE,20.0
EG,5.0
IR,3.0
ZA,3149.67
VN,20.0
IT,214.0
AR,171.0
AU,675.0
AT,159.0
AW,1.0
IN,38.0
ET,91.0
AZ,1.0
BI,1000.0
ID,17.969
ES,11.0
ZW,2813.0
MD,1.0
UY,2.0
MC,2.0
AO,862.0
UA,2.0
MN,49.0
CY,56.0
US,3351.0
MU,1.0
MT,5.0
MW,3.0
UG,3850.0
MY,135.0
MX,90.0
MZ,316.0
