Country,2003
BD,1.0
BE,88.0
FR,978.0
BG,11.0
BA,1.0
BM,1.0
JP,707.0
BI,3.0
BJ,5.0
JM,9.0
JO,5.0
BR,16.0
SJ,1.0
JE,60.0
FJ,46.0
FK,124.0
MA,3.0
BY,37.0
FO,650.0
RU,1489.0
RW,100.0
NL,91.0
NO,371.0
NA,1208.0
VU,1.0
NC,7.0
GE,4.0
NG,62.0
NZ,520.0
RO,262.0
CK,13.0
CI,929.37
CH,772.0
GR,22.0
GQ,93.155
CL,2.0
CA,23710.600000000002
LB,4.0
CG,7.0
CF,112.0
CD,24.0
CZ,3.0
XX,24.0
GB,3845.0
GA,382.0
TG,1.0
GN,3.0
GL,366.0
CV,55.0
CU,10.0
SY,2.0
KG,35.0
KE,8.0
BF,31.0
KH,18.0
SK,26.0
KR,102.0
TD,11.0
BW,805.0
KW,1.0
SN,364.0
SL,3.0
KZ,5.0
KY,1.0
SG,66211.0
SE,600.0
SD,16.0
DK,398.0
ZM,404.0
HR,17.0
DE,681.0
HT,200.0
HU,5.0
AT,166.0
HK,6322.55
GT,2.0
DZ,6.0
MK,201.0
FI,173.0
CN,93.0
TZ,7213.0
CM,249.0
PT,5.0
LA,211.0
TW,6.0
TR,18.0
SI,94.0
LI,2.0
TN,1.0
TO,4.0
LT,2.0
TM,11.0
TJ,24.0
PG,14520.0
TH,29.0
PE,94.0
PK,8.0
PH,9.0
PL,1.0
SB,4.0
VA,3.0
AE,20.0
VE,4.0
NI,1.0
EE,17.0
EG,25.0
IR,29.0
AM,1.0
ZA,4502.0
VN,12.0
IT,43.0
AR,380.0
AU,7349.0
IL,69.0
IN,3.0
ET,51.0
ZW,3246.934
SA,4.0
ES,46.0
UY,6.0
MC,53.0
UZ,3.0
AO,14.0
MY,3.0
MN,89.0
CY,8.0
US,5371.0
IM,22.0
UG,18155.0
UA,91.0
MX,362.0
MZ,158.0
