App.,Taxon,Term,Unit,Country,2004
I,Acinonyx jubatus,claws,,KE,1
I,Acinonyx jubatus,garments,,CH,1
I,Acinonyx jubatus,garments,,ES,1
I,Acinonyx jubatus,live,,AT,1
I,Acinonyx jubatus,live,,CH,1
I,Acinonyx jubatus,live,,ID,1
I,Acinonyx jubatus,live,,NL,1
I,Acinonyx jubatus,live,,SI,1
I,Acinonyx jubatus,live,,TG,2
I,Acinonyx jubatus,live,,ZA,121
I,Acinonyx jubatus,live,,ZW,2
I,Acinonyx jubatus,skins,,AU,2
I,Acinonyx jubatus,skins,,NA,8
I,Acinonyx jubatus,skins,,ZA,2
I,Acinonyx jubatus,skins,,ZW,1
I,Acinonyx jubatus,skulls,,NA,8
I,Acinonyx jubatus,skulls,,ZW,1
I,Acinonyx jubatus,specimens,flasks,NA,277
I,Acinonyx jubatus,specimens,,BR,20
I,Acinonyx jubatus,specimens,,CH,260
I,Acinonyx jubatus,specimens,,DE,165
I,Acinonyx jubatus,specimens,,KE,15
I,Acinonyx jubatus,specimens,,NA,3880
I,Acinonyx jubatus,specimens,,TZ,13
I,Acinonyx jubatus,trophies,,NA,94
I,Acinonyx jubatus,trophies,,ZA,6
I,Acinonyx jubatus,trophies,,ZW,6
I,Acrantophis dumerili,live,,FR,1
I,Acrantophis dumerili,live,,GB,9
I,Acrantophis dumerili,live,,NL,3
I,Acrantophis dumerili,live,,NO,5
I,Acrantophis dumerili,live,,SE,2
I,Acrantophis dumerili,live,,US,7
I,Acrantophis dumerili,specimens,,MG,5
I,Acrantophis madagascariensis,live,,FR,1
I,Acrantophis madagascariensis,live,,PL,2
I,Acrantophis madagascariensis,live,,US,2
I,Acrantophis madagascariensis,specimens,,MG,133
I,Addax nasomaculatus,live,,AE,40
I,Addax nasomaculatus,live,,BE,4
I,Addax nasomaculatus,live,,BH,4
I,Addax nasomaculatus,live,,CZ,6
I,Addax nasomaculatus,live,,JO,5
I,Addax nasomaculatus,live,,US,90
I,Addax nasomaculatus,trophies,,US,1
I,Addax nasomaculatus,trophies,,ZA,1
I,Agave parviflora,live,,DE,200
I,Agave parviflora,live,,MX,2
I,Agave parviflora,seeds,,US,140
I,Ailuropoda melanoleuca,live,,JP,2
I,Ailuropoda melanoleuca,live,,US,1
I,Ailuropoda melanoleuca,specimens,kg,CN,96.52
I,Ailuropoda melanoleuca,specimens,l,CN,6
I,Ailuropoda melanoleuca,specimens,ml,JP,7.5
I,Ailuropoda melanoleuca,specimens,ml,US,100
I,Ailuropoda melanoleuca,specimens,,JP,15
I,Ailurus fulgens,live,,DE,1
I,Ailurus fulgens,live,,DK,1
I,Ailurus fulgens,live,,IM,1
I,Ailurus fulgens,live,,JP,5
I,Alligator sinensis,live,,US,2
I,Alligator sinensis,specimens,,CN,56
I,Aloe bellatula,live,,DE,4
I,Aloe bellatula,live,,ES,126
I,Aloe compressa,live,,NZ,1
I,Aloe delphinensis,live,,CH,20
I,Aloe descoingsii,live,,DE,4
I,Aloe descoingsii,live,,ES,294
I,Aloe fragilis,live,,DE,4
I,Aloe haworthioides,live,,BE,1206
I,Aloe haworthioides,live,,CA,7
I,Aloe laeta,live,,CH,50
I,Aloe parvula,live,,DE,4
I,Aloe parvula,live,,US,2
I,Aloe pillansii,live,,DE,5
I,Aloe pillansii,live,,ZA,28
I,Aloe pillansii,seeds,,ZA,10
I,Aloe polyphylla,cultures,,ZA,1500
I,Aloe polyphylla,live,,DE,12
I,Aloe polyphylla,live,,ZA,5000
I,Aloe rauhii,live,,DE,8
I,Aloe rauhii,live,,TH,2
I,Alouatta palliata,skulls,,CR,1
I,Amazona auropalliata,live,,BE,3
I,Amazona auropalliata,live,,CA,3
I,Amazona auropalliata,live,,DK,1
I,Amazona auropalliata,live,,FR,1
I,Amazona auropalliata,live,,HK,1
I,Amazona auropalliata,live,,IL,1
I,Amazona auropalliata,live,,JO,2
I,Amazona auropalliata,live,,MT,1
I,Amazona auropalliata,live,,MX,1
