Country,2014
BE,505.65
FR,4454.457
TZ,59.0
DK,5.0
ZM,14.0
BM,1.0
DE,455.0
BH,5.0
HU,15.0
HK,189.53
BW,735.0
BR,87.0
JE,30.0
BY,112.0
RU,27.0
LB,22.0
PT,3.0
TW,52.0
TR,0.4
SI,6.93
NG,8.0
TN,2.0
NZ,489.0
LU,56.0
LR,1.0
LS,4.0
TH,1.0
MZ,124.0
TG,400.0
AT,353.84000000000003
CA,589.0
VA,1.0
CI,12.0
CH,66.5
AE,41.0
CN,100.5
CM,32.0
JP,86.0
EG,2.0
IT,412.09000000000003
VN,5.0
ZA,1369.0
GG,3.0
CY,80.0
AU,122.0
GB,5598.0
NL,747.84
ZW,96173.0
XV,22.0
ES,102.7
GH,1.0
NA,159.0
UY,27.0
KE,1894.0
MC,2.0
MY,472.0
MO,3.0
XX,61.0
US,941.0
QA,18.0
KR,3.0
MW,198.0
SN,1.0
MR,32.0
KZ,14.5
UG,485.0
SD,2.0
SG,105.0
MX,10.0
SE,58.9
IL,15.0
