Country,2001
BE,126.0
FR,1723.94
BG,4473.0
BN,6.0
JP,782.0
BF,33.0
BJ,25.0
BW,732.0
BR,129.0
JE,80.0
FJ,33.0
FK,1.0
BY,15.0
FO,3.0
RU,940.0
NL,209.0
NO,111.0
NA,1790.0
NC,11.0
NF,1.0
NG,469.0
NZ,315.0
TJ,5.0
RO,181.0
PG,39450.0
CI,369.211
CH,1382.9
GR,4.0
GQ,16.0
CL,11.0
CA,18936.0
CF,240.0
CZ,24.0
XX,1300.0
GB,4300.0
GA,246.0
TG,53.0
GN,2.0
GL,194.0
CV,2.0
CU,93.0
GH,2.0
SY,2.0
KG,4.0
KE,499.6
IL,102.0
KH,3.0
SK,1.0
KR,21.0
TD,61.0
SN,2.0
KZ,20.0
SA,3.0
SG,21008.0
SE,272.0
SD,12.0
DO,1.0
DK,190.0
ZM,371.0
HR,10.0
DE,696.0
HU,10.0
HK,8066.0
GT,2.0
FI,111.0
CN,82.0
LB,3.0
CM,429.0
PT,7.0
LA,241.0
TW,9.0
TR,5.0
SI,70.0
LV,18.0
TO,6.0
LT,1.0
TM,5.0
PF,4.0
UY,9.0
TH,42.0
PE,56.0
PK,30.0
PH,12.0
PL,3.0
PM,1.0
VA,2.0
AE,6.0
EE,42.0
EG,5.0
IR,19.0
AM,1.0
ZA,4332.0
VN,1.0
IT,92.0
AR,447.0
AU,22142.0
AT,117.0
IN,26.0
ET,40.0
ZW,4902.6
ID,7.0
ES,24.0
AL,1.0
MG,1.0
MA,5.0
MC,11.0
UZ,1.0
AO,1360.0
ML,10.0
MN,68.0
CY,2.0
US,1457.5
MW,1595.0
UG,7135.0
TZ,8899.0
MY,30027.0
MX,201.0
MZ,1011.0
