Country,2000
BE,86.0
FR,344.0
BG,23.0
JP,1035.0
BI,4718.0
BJ,29.0
BW,877.0
BR,16.0
FI,117.0
FJ,18.0
FK,114.0
BY,48.0
BZ,1.0
RU,1022.0
AZ,1.0
NL,180.0
NO,343.0
NA,777.0
NC,15.0
GE,78.0
NG,33.0
NZ,124.0
LR,23.0
RO,282.0
GW,46.0
CI,240.47000000000003
CH,646.0
CO,10.0
GR,39.0
GQ,464.0
CA,20671.0
LB,7.0
CG,3.0
CF,268.0
GY,3.0
CD,1.0
GG,1.0
CZ,72.0
XX,1485.0
GD,3.0
GB,9824.0
GA,362.0
TG,10.0
CR,1.0
GM,1.0
GL,1016.0
TD,20.0
CU,73.0
SY,1.0
KG,30.0
KE,41.0
IL,39.0
KH,15.0
SK,15.0
SI,1.0
KW,6.0
SN,31.0
KZ,29.0
SA,3.0
SG,1506.0
SE,27.0
SD,22.0
DO,5.0
DK,92.0
HR,7.0
DE,420.0
BF,37.0
HU,6.0
HK,24708.0
HN,4.0
MK,2.0
CN,115.0
TZ,10157.0
CM,439.0
PT,16.0
LA,5.0
TW,211.0
TT,4.0
PY,49.0
TR,70.0
LV,1.0
TO,3.0
LT,30.0
TM,3.0
TJ,26.0
PG,40033.0
TH,27.0
PE,4.0
PK,39.0
PH,4.0
IS,3.0
PL,1.0
ZM,907.3
AE,1.0
NI,19.0
EE,69.0
EG,3.0
IR,6.0
ZA,4896.7
VN,4.0
IT,94.0
AR,262.0
AU,5433.0
AT,248.0
IN,3.0
ET,27.0
ZW,5720.3
ID,14006.0
ES,38.0
UY,34.0
MC,2.0
UZ,7.0
ML,100.0
MN,53.0
CY,2.0
US,2372.0
MW,716.7
MP,1.0
UG,11643.0
MY,78.0
MX,307.0
MZ,705.0
