Country,2013
BE,61.65
FR,595.9
DK,2.0
DE,473.108
JP,12.0
HU,23.0
HK,463.0
BW,1137.99
BR,528.0
JE,4.0
GR,16.0
RU,1.0
NL,151.0
RS,1.0
CO,3.0
NA,177.0
LK,718.0
NG,12.0
NZ,730.0
CU,3.0
TG,79.0
AT,268.0
RO,52.0
IS,1.0
PL,52.0
ZM,29.0
CI,1.0
CH,98.0
AE,15.0
CN,1.0
CM,27.0
EG,1.0
BH,2.0
CA,910.0
CF,5.0
AO,1.0
ZA,1772.0
GG,34.0
XX,16.0
AR,66.0
AU,758.0
GB,2053.548
IN,2.0
VN,1.0
TZ,104.0
ZW,233628.23999999996
PH,428.0
ES,104.0
GH,2.0
UY,2.0
MC,1.0
UA,1.0
US,1593.0
QA,6.0
KR,24.0
CD,7.0
KW,47.0
MR,62.0
IT,272.0
MZ,224.0
SG,2947.0
MX,2.0
IL,9.0
