Country,2004
BD,2.0
BE,50.0
FR,822.7429999999999
BG,14.0
BO,1.0
JP,177.0
BI,1.0
BJ,28.0
CS,1.0
JO,10.0
BR,556.0
BS,5.0
JE,22.0
FJ,256.0
FK,8.5
BY,8.0
RU,799.0
RW,9.0
NL,86.0
NO,363.0
NA,1799.0
NE,6.0
NG,42.0
NZ,221.0
TJ,7.0
RO,200.0
CI,459.975
CH,1212.1
CO,3.0
CN,66.0
GQ,86.0
CL,3.0
CA,24380.0
CG,1.0
CF,38.0
CD,50.0
GG,4.0
CZ,4.0
XX,63.0
GB,6539.5
GA,133.0
VN,2.0
UY,8.0
GL,686.0
KW,1.0
TD,5.0
CU,1.0
GH,6.0
SZ,8.0
KG,6.0
KE,359.2
BF,16.0
KH,7.0
SK,1.0
KR,11.0
BW,658.0
SO,2.0
SN,3.0
ML,108.0
SB,190.0
SG,8414.0
SE,272.0
SD,92.0
DO,1.0
SL,3.0
DK,230.0
HR,23.0
DE,433.03999999999996
HU,5.0
HK,4556.74
GT,28.0
HN,1.0
FI,142.0
GR,7.0
LB,3.0
CM,349.0
PT,19.0
LA,8.0
TW,9.0
GP,2.0
TR,34.0
LK,1.0
LV,3.0
TO,1.0
LT,4.0
TM,11.0
LR,3.0
PG,9922.0
TH,1036.0
PE,2.0
PK,25.0
PH,24.0
TC,2.0
EC,1.0
ZM,1407.0
AE,4.0
VE,13.0
NI,1.0
EE,6.0
EG,32.0
IR,36.0
AM,1.0
ZA,4784.9
AO,70.0
IT,152.0
AQ,48.0
AS,1.0
AR,662.0
IM,26.0
AT,122.0
IN,3.0
ET,40.0
ZW,2575.5
IE,1.0
ID,6.0
ES,31.0
MA,9.0
MC,5.0
UA,699.3
MN,151.0
US,11440.4
QA,28.0
MW,582.0
AU,327.0
UG,4402.0
MZ,434.0
MY,1.0
MX,551.0
TZ,6086.5
IL,20.0
