App.,Taxon,Term,Unit,Country,2003
I,Achatinella caesia,live,,US,4
I,Acinonyx jubatus,bodies,,AE,2
I,Acinonyx jubatus,live,,AE,5
I,Acinonyx jubatus,live,,AT,1
I,Acinonyx jubatus,live,,CH,3
I,Acinonyx jubatus,live,,CZ,3
I,Acinonyx jubatus,live,,DE,2
I,Acinonyx jubatus,live,,NL,2
I,Acinonyx jubatus,live,,QA,3
I,Acinonyx jubatus,live,,SI,1
I,Acinonyx jubatus,live,,ZA,43
I,Acinonyx jubatus,skin pieces,,AE,62
I,Acinonyx jubatus,skins,,CH,2
I,Acinonyx jubatus,skins,,NA,17
I,Acinonyx jubatus,skins,,NZ,1
I,Acinonyx jubatus,skins,,ZA,2
I,Acinonyx jubatus,skins,,ZM,1
I,Acinonyx jubatus,skins,,ZW,1
I,Acinonyx jubatus,skulls,,CH,1
I,Acinonyx jubatus,skulls,,NA,9
I,Acinonyx jubatus,skulls,,ZW,1
I,Acinonyx jubatus,specimens,,AE,540
I,Acinonyx jubatus,specimens,,DE,1060
I,Acinonyx jubatus,specimens,,KE,30
I,Acinonyx jubatus,specimens,,NA,4226
I,Acinonyx jubatus,specimens,,NE,1
I,Acinonyx jubatus,specimens,,TZ,5
I,Acinonyx jubatus,teeth,,NA,10
I,Acinonyx jubatus,trophies,,CD,1
I,Acinonyx jubatus,trophies,,CH,2
I,Acinonyx jubatus,trophies,,NA,96
I,Acinonyx jubatus,trophies,,ZA,3
I,Acinonyx jubatus,trophies,,ZW,17
I,Acrantophis dumerili,bodies,,MG,1
I,Acrantophis dumerili,live,,DE,7
I,Acrantophis dumerili,live,,FR,3
I,Acrantophis dumerili,live,,NL,6
I,Acrantophis dumerili,live,,NO,5
I,Acrantophis dumerili,live,,US,7
I,Acrantophis madagascariensis,live,,DE,1
I,Acrantophis madagascariensis,live,,DK,7
I,Acrantophis madagascariensis,live,,FR,2
I,Acrantophis madagascariensis,live,,NL,3
I,Acrantophis madagascariensis,specimens,,MG,1
I,Addax nasomaculatus,horns,,NE,1
I,Addax nasomaculatus,live,,BE,80
I,Addax nasomaculatus,live,,CZ,4
I,Addax nasomaculatus,live,,DE,1
I,Addax nasomaculatus,live,,IL,4
I,Addax nasomaculatus,live,,US,40
I,Addax nasomaculatus,specimens,,NE,44
I,Addax nasomaculatus,trophies,,JE,1
I,Addax nasomaculatus,trophies,,US,9
I,Agave parviflora,live,,DE,4
I,Agave parviflora,live,,MX,2
I,Agave parviflora,live,,TH,2
I,Agave parviflora,seeds,,US,480
I,Ailuropoda melanoleuca,live,,CN,7
I,Ailuropoda melanoleuca,live,,JP,1
I,Ailuropoda melanoleuca,live,,MX,2
I,Ailuropoda melanoleuca,live,,US,1
I,Ailuropoda melanoleuca,specimens,flasks,CN,18
I,Ailuropoda melanoleuca,specimens,flasks,US,11
I,Ailuropoda melanoleuca,specimens,ml,CN,100
I,Ailuropoda melanoleuca,specimens,,US,11
I,Ailurus fulgens,live,,AT,1
I,Ailurus fulgens,live,,CH,2
I,Ailurus fulgens,live,,DE,1
I,Ailurus fulgens,live,,FR,2
I,Ailurus fulgens,live,,IE,2
I,Ailurus fulgens,live,,JP,2
I,Ailurus fulgens,live,,PL,1
I,Ailurus fulgens,live,,US,1
I,Alligator sinensis,live,,CN,16
I,Alligator sinensis,live,,ES,3
I,Alligator sinensis,skins,,CN,13
I,Alligator sinensis,specimens,,CN,50
I,Aloe bakeri,live,,MG,2
I,Aloe delphinensis,live,,CH,100
I,Aloe descoingsii,live,,ES,144
I,Aloe descoingsii,live,,ZA,1
I,Aloe fragilis,live,,DE,1
I,Aloe haworthioides,live,,BE,36
I,Aloe haworthioides,live,,DE,3
I,Aloe haworthioides,live,,US,1
I,Aloe helenae,live,,MG,2
I,Aloe laeta,live,,MG,2
I,Aloe parallelifolia,cultures,,CH,5
I,Aloe parallelifolia,live,,CH,10
I,Aloe parallelifolia,live,,DE,3
I,Aloe parallelifolia,seeds,,CH,5
I,Aloe parvula,cultures,,CH,3
I,Aloe parvula,live,,DE,4
I,Aloe parvula,live,,US,2
I,Aloe parvula,seeds,,CH,3
I,Aloe pillansii,live,,DE,4
I,Aloe pillansii,live,,ZA,16
I,Aloe polyphylla,live,,DE,19
I,Aloe rauhii,live,,DE,9
I,Aloe rauhii,live,,ES,252
I,Aloe rauhii,live,,ZA,2
I,Aloe versicolor,live,,MG,4
I,Alouatta palliata,specimens,,MX,50
I,Amazona auropalliata,feathers,,CR,1
I,Amazona auropalliata,live,,BE,10
I,Amazona auropalliata,live,,BH,4
I,Amazona auropalliata,live,,CA,7
I,Amazona auropalliata,live,,CR,1
I,Amazona auropalliata,live,,DE,1
I,Amazona auropalliata,live,,DK,1
I,Amazona auropalliata,live,,EG,1
I,Amazona auropalliata,live,,GB,31
I,Amazona auropalliata,live,,HN,2
I,Amazona auropalliata,live,,IN,2
I,Amazona auropalliata,live,,JO,1
I,Amazona auropalliata,live,,KW,1
I,Amazona auropalliata,live,,KY,2
I,Amazona auropalliata,live,,NI,80
I,Amazona auropalliata,live,,NL,33
I,Amazona auropalliata,live,,OM,1
I,Amazona auropalliata,live,,PH,24
I,Amazona auropalliata,live,,RU,1
I,Amazona auropalliata,live,,SA,2
I,Amazona auropalliata,live,,SE,4
I,Amazona auropalliata,live,,SV,1
I,Amazona auropalliata,live,,US,23
I,Amazona auropalliata,live,,ZA,24
I,Amazona auropalliata,specimens,,CR,31
I,Amazona auropalliata,specimens,,MX,4
I,Amazona barbadensis,live,,AW,1
