Country,1999
BE,52.0
FR,293.0
TZ,171.0
DE,603.0
JP,117.0
HU,104.0
HK,104.0
ZA,1885.0
BW,17500.5
BR,6.0
GN,8.0
CO,24.0
GR,4.0
VE,4.0
NL,9.0
GQ,11.0
PT,33.0
LA,4.0
NA,12540.7
NC,2.0
CD,1.0
NG,629.0
NZ,28.0
UY,8.0
MZ,9.0
TG,61.0
AT,434.0
RO,1.0
EG,2201.0
ZM,3.0
CI,96.18
CH,363.0
AE,55.0
CN,94.0
CM,291.0
CA,169.0
LB,59.0
CF,9.0
AO,20.0
IT,4.0
CZ,4.0
GE,5.0
AU,273.0
GB,3675.0
GA,362.0
IN,21.0
ET,22.0
ZW,22303.11
TD,15.0
ES,363.0
GH,8.0
MA,14.0
KE,25.818
ML,1.0
NO,2.0
XX,370.0
US,1127.0
MU,2.0
MW,147.0
KW,1.0
SN,9.0
UG,21.0
SD,21.412
SG,42.0
MX,3.0
SE,7.0
IL,9.0
