Country,2008
BE,38.0
FR,1080.322
BG,1.0
MA,14.0
JP,265.0
BF,43.0
BW,6961.0
BR,391.0
JE,21.0
FJ,342.0
RU,711.0
NL,68.0
NO,11.0
NA,10357.2
NG,32.0
NZ,521.0
MZ,498.0
TJ,9.0
RO,287.0
GW,1.0
CI,77.55000000000001
CH,764.0
CO,1.0
GR,32.0
GQ,2.0
CL,23.0
BH,2.0
CA,19454.1
CF,50.0
CD,1.0
XX,5033.0
GB,6690.0
GA,1.0
TG,9.15
GN,16.7
GM,10.0
GL,701.0
TD,4.0
CU,4.0
GH,10.0
SY,1.0
KG,23.0
KE,32.0
IL,47.0
SK,1.0
KR,16.0
SI,96.0
JO,7.0
KW,26.0
SN,7.0
KZ,15.0
SA,1.0
SG,24990.0
SE,885.0
SD,7.0
DK,42.0
HR,33.0
DE,663.131
HK,2706.3
GT,52.0
FI,273.0
CN,22.0
QA,9.0
LB,10.0
CM,268.5
PT,16.0
LA,1.0
TW,154.0
TR,41.0
LI,3.0
TN,9.0
LT,4.0
PF,1.0
PG,20368.915
TH,268.0
PE,38.0
PK,44.0
PH,7.0
EG,13.0
PL,1.0
ZM,1038.0
AE,40.0
AD,1.0
NI,1.0
EE,12.0
IS,4.0
IR,20.0
ZA,57530.0
VN,16.0
IT,257.0
AQ,16.0
AR,714.0
AU,450.0
AT,81.0
SB,181.0
ET,527.0
ZW,3070.0
ID,16440.0
ES,108.0
ER,22.0
MG,6.0
UY,3.0
MC,10.0
AO,95.0
ML,1.0
MN,88.0
CY,4.0
US,2481.0
MU,2.0
MW,91.0
UG,4405.0
TZ,4917.0
MY,1.0
MX,1298.0
VU,1.0
