App.,Taxon,Term,Unit,Country,2006
I,Abies guatemalensis,fruit,,GT,70
I,Abies guatemalensis,live,,GT,70
I,Abies guatemalensis,specimens,,GT,100
I,Acinonyx jubatus,bodies,,ZW,1
I,Acinonyx jubatus,live,,AE,14
I,Acinonyx jubatus,live,,AT,1
I,Acinonyx jubatus,live,,CH,2
I,Acinonyx jubatus,live,,CZ,7
I,Acinonyx jubatus,live,,DE,4
I,Acinonyx jubatus,live,,FR,1
I,Acinonyx jubatus,live,,ID,1
I,Acinonyx jubatus,live,,JP,1
I,Acinonyx jubatus,live,,MZ,2
I,Acinonyx jubatus,live,,NL,2
I,Acinonyx jubatus,live,,PL,1
I,Acinonyx jubatus,live,,SG,2
I,Acinonyx jubatus,live,,SI,1
I,Acinonyx jubatus,live,,ZA,82
I,Acinonyx jubatus,skeletons,,ZW,2
I,Acinonyx jubatus,skins,,GB,1
I,Acinonyx jubatus,skins,,NA,11
I,Acinonyx jubatus,skins,,ZA,2
I,Acinonyx jubatus,skins,,ZW,3
I,Acinonyx jubatus,skulls,,NA,5
I,Acinonyx jubatus,skulls,,ZA,1
I,Acinonyx jubatus,skulls,,ZW,4
I,Acinonyx jubatus,specimens,ml,AE,3
I,Acinonyx jubatus,specimens,ml,XX,3
I,Acinonyx jubatus,specimens,,NA,3383
I,Acinonyx jubatus,specimens,,ZA,1
I,Acinonyx jubatus,teeth,,NA,9
I,Acinonyx jubatus,trophies,,NA,111
I,Acinonyx jubatus,trophies,,ZA,2
I,Acinonyx jubatus,trophies,,ZW,6
I,Acrantophis dumerili,live,,DE,3
I,Acrantophis dumerili,live,,NL,2
I,Acrantophis dumerili,specimens,mg,MG,1
I,Acrantophis madagascariensis,bodies,,MG,1
I,Acrantophis madagascariensis,live,,DE,1
I,Addax nasomaculatus,live,,CA,9
I,Addax nasomaculatus,live,,CZ,1
I,Addax nasomaculatus,live,,NG,2
I,Addax nasomaculatus,live,,NL,4
I,Addax nasomaculatus,live,,US,14
I,Addax nasomaculatus,specimens,ml,DE,7
I,Addax nasomaculatus,specimens,ml,US,60
I,Addax nasomaculatus,specimens,,DE,8
I,Addax nasomaculatus,specimens,,QA,450
I,Addax nasomaculatus,specimens,,US,60
I,Addax nasomaculatus,trophies,,PK,1
I,Addax nasomaculatus,trophies,,US,12
I,Agave parviflora,live,,TH,12
I,Agave parviflora,seeds,,US,220
I,Ailuropoda melanoleuca,bodies,,FR,1
I,Ailuropoda melanoleuca,specimens,flasks,JP,30
I,Ailuropoda melanoleuca,specimens,g,JP,10
I,Ailuropoda melanoleuca,specimens,kg,CN,80
I,Ailuropoda melanoleuca,specimens,kg,JP,0.01
